epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,149.814,2.19717,2.4897,1.51281,0.02829,0.42623,0.16184,0.04533,2.11706,3.54114,1.61941,0.000701474,0.000701474,0.000701474
18,158.308,2.08683,2.33547,1.4426,0.02829,0.42623,0.16184,0.04533,2.11706,3.54114,1.61941,0.000734815,0.000734815,0.000734815
19,166.855,2.08038,2.36129,1.46577,0.0329,0.48634,0.19666,0.05633,2.11955,3.48294,1.59358,0.000767167,0.000767167,0.000767167
20,175.37,2.13521,2.38556,1.55142,0.03898,0.56831,0.22047,0.06432,2.09076,3.4296,1.5556,0.000798528,0.000798528,0.000798528
21,183.894,2.03826,2.3119,1.42244,0.03898,0.56831,0.22047,0.06432,2.09076,3.4296,1.5556,0.000828899,0.000828899,0.000828899
22,192.483,2.14528,2.08381,1.4194,0.0428,0.62842,0.26938,0.07837,2.11939,3.3485,1.52874,0.00085828,0.00085828,0.00085828
23,201.049,2.04394,2.1294,1.38592,0.0428,0.62842,0.26938,0.07837,2.11939,3.3485,1.52874,0.000886671,0.000886671,0.000886671
24,209.569,2.05926,2.00053,1.38593,0.04307,0.62842,0.28895,0.08663,2.12409,3.26384,1.54318,0.000914071,0.000914071,0.000914071
25,218.109,2.08673,2.07421,1.43547,0.04307,0.62842,0.28895,0.08663,2.12409,3.26384,1.54318,0.000940481,0.000940481,0.000940481
26,226.645,2.19182,2.11565,1.49301,0.04365,0.6612,0.27076,0.08225,2.09159,3.1804,1.51558,0.000965901,0.000965901,0.000965901
27,235.183,2.08804,2.13606,1.43661,0.04365,0.6612,0.27076,0.08225,2.09159,3.1804,1.51558,0.000990331,0.000990331,0.000990331
28,243.716,2.06887,2.10733,1.44811,0.04605,0.70492,0.26837,0.08707,2.09942,3.07102,1.51548,0.00101377,0.00101377,0.00101377
29,252.297,1.96308,1.93556,1.39512,0.04605,0.70492,0.26837,0.08707,2.09942,3.07102,1.51548,0.00103622,0.00103622,0.00103622
30,262.203,1.97663,1.93203,1.413,0.04605,0.70492,0.26837,0.08707,2.09942,3.07102,1.51548,0.00105768,0.00105768,0.00105768
31,273.433,1.92087,1.91587,1.43375,0.0438,0.67213,0.26074,0.08312,2.17219,2.98606,1.58092,0.00107815,0.00107815,0.00107815
32,282.557,1.85203,1.82336,1.39859,0.0438,0.67213,0.26074,0.08312,2.17219,2.98606,1.58092,0.00109763,0.00109763,0.00109763
33,294.555,1.92945,1.99478,1.45014,0.45215,0.19126,0.26094,0.08187,2.22418,2.89044,1.65211,0.00111612,0.00111612,0.00111612
34,308.534,1.85729,1.8774,1.47266,0.45215,0.19126,0.26094,0.08187,2.22418,2.89044,1.65211,0.00112239,0.00112239,0.00112239
35,317.65,1.96687,1.81011,1.40996,0.45215,0.19126,0.26094,0.08187,2.22418,2.89044,1.65211,0.00110589,0.00110589,0.00110589
36,326.257,1.93218,1.83893,1.4611,0.52363,0.1802,0.26799,0.08655,2.26853,2.80596,1.68312,0.00108938,0.00108938,0.00108938
37,335.202,1.83695,1.83899,1.40512,0.52363,0.1802,0.26799,0.08655,2.26853,2.80596,1.68312,0.00107288,0.00107288,0.00107288
38,343.989,1.84879,1.67498,1.37217,0.52363,0.1802,0.26799,0.08655,2.26853,2.80596,1.68312,0.00105638,0.00105638,0.00105638
39,352.572,1.91192,1.84383,1.45578,0.40162,0.16393,0.1834,0.05472,2.3691,2.8969,1.84346,0.00103987,0.00103987,0.00103987
40,360.973,1.86735,1.81293,1.41026,0.40162,0.16393,0.1834,0.05472,2.3691,2.8969,1.84346,0.00102337,0.00102337,0.00102337
41,369.476,1.82701,1.7131,1.42597,0.35045,0.16393,0.14333,0.0423,2.39072,2.98975,1.96514,0.00100687,0.00100687,0.00100687
42,378.149,1.82816,1.75987,1.42291,0.35045,0.16393,0.14333,0.0423,2.39072,2.98975,1.96514,0.000990365,0.000990365,0.000990365
43,386.718,1.7666,1.72379,1.35925,0.35045,0.16393,0.14333,0.0423,2.39072,2.98975,1.96514,0.000973861,0.000973861,0.000973861
44,395.898,1.83945,1.73464,1.37125,0.26541,0.18579,0.10333,0.03191,2.51506,3.03355,2.15611,0.000957358,0.000957358,0.000957358
45,404.779,1.81994,1.67923,1.38277,0.26541,0.18579,0.10333,0.03191,2.51506,3.03355,2.15611,0.000940855,0.000940855,0.000940855
46,414.707,1.80212,1.78804,1.39324,0.26541,0.18579,0.10333,0.03191,2.51506,3.03355,2.15611,0.000924352,0.000924352,0.000924352
47,423.48,1.79182,1.66425,1.36433,0.35749,0.2459,0.19601,0.06297,2.43709,2.73208,1.99529,0.000907848,0.000907848,0.000907848
48,432.238,1.68102,1.57855,1.32203,0.35749,0.2459,0.19601,0.06297,2.43709,2.73208,1.99529,0.000891345,0.000891345,0.000891345
49,440.647,1.75511,1.54428,1.32558,0.36681,0.35455,0.28869,0.09542,2.31943,2.43775,1.84172,0.000874842,0.000874842,0.000874842
50,449.723,1.79866,1.73587,1.40861,0.36681,0.35455,0.28869,0.09542,2.31943,2.43775,1.84172,0.000858338,0.000858338,0.000858338
51,458.622,1.69811,1.52967,1.253,0.36681,0.35455,0.28869,0.09542,2.31943,2.43775,1.84172,0.000841835,0.000841835,0.000841835
52,467.239,1.93704,1.75971,1.51984,0.36753,0.38798,0.32989,0.10699,2.31999,2.29856,1.8283,0.000825332,0.000825332,0.000825332
53,475.555,1.7435,1.55266,1.29531,0.36753,0.38798,0.32989,0.10699,2.31999,2.29856,1.8283,0.000808828,0.000808828,0.000808828
54,483.842,1.65065,1.51716,1.29297,0.36753,0.38798,0.32989,0.10699,2.31999,2.29856,1.8283,0.000792325,0.000792325,0.000792325
55,492.013,1.69626,1.54542,1.33034,0.35968,0.40984,0.34772,0.10439,2.37739,2.3397,1.8732,0.000775822,0.000775822,0.000775822
56,500.129,1.77501,1.53248,1.32373,0.35968,0.40984,0.34772,0.10439,2.37739,2.3397,1.8732,0.000759318,0.000759318,0.000759318
57,508.305,1.78699,1.60767,1.36869,0.39229,0.40213,0.37608,0.12104,2.33082,2.21371,1.81191,0.000742815,0.000742815,0.000742815
58,516.384,1.72571,1.67737,1.35369,0.39229,0.40213,0.37608,0.12104,2.33082,2.21371,1.81191,0.000726312,0.000726312,0.000726312
59,524.488,1.63543,1.58752,1.29505,0.39229,0.40213,0.37608,0.12104,2.33082,2.21371,1.81191,0.000709809,0.000709809,0.000709809
60,532.627,1.6815,1.49416,1.26459,0.43472,0.42077,0.37742,0.12724,2.29988,2.18137,1.79282,0.000693305,0.000693305,0.000693305
61,540.772,1.64328,1.60409,1.33601,0.43472,0.42077,0.37742,0.12724,2.29988,2.18137,1.79282,0.000676802,0.000676802,0.000676802
62,549.145,1.73866,1.53805,1.28912,0.43472,0.42077,0.37742,0.12724,2.29988,2.18137,1.79282,0.000660299,0.000660299,0.000660299
63,557.473,1.59909,1.47207,1.26979,0.43792,0.46995,0.39315,0.12517,2.30173,2.15253,1.7874,0.000643795,0.000643795,0.000643795
64,565.541,1.70919,1.49059,1.27381,0.43792,0.46995,0.39315,0.12517,2.30173,2.15253,1.7874,0.000627292,0.000627292,0.000627292
65,573.693,1.71936,1.62739,1.33028,0.49182,0.40984,0.40065,0.11336,2.43528,2.13723,1.86058,0.000610789,0.000610789,0.000610789
66,581.784,1.7485,1.49503,1.29242,0.49182,0.40984,0.40065,0.11336,2.43528,2.13723,1.86058,0.000594286,0.000594286,0.000594286
67,589.855,1.62627,1.41571,1.26788,0.49182,0.40984,0.40065,0.11336,2.43528,2.13723,1.86058,0.000577782,0.000577782,0.000577782
68,597.958,1.57848,1.43052,1.29444,0.50076,0.4153,0.39989,0.11481,2.49705,2.14276,1.89518,0.000561279,0.000561279,0.000561279
69,606.058,1.65976,1.52858,1.3202,0.50076,0.4153,0.39989,0.11481,2.49705,2.14276,1.89518,0.000544776,0.000544776,0.000544776
70,614.249,1.62445,1.45932,1.32653,0.50076,0.4153,0.39989,0.11481,2.49705,2.14276,1.89518,0.000528272,0.000528272,0.000528272
71,622.428,1.614,1.42492,1.27681,0.53536,0.42077,0.44935,0.12821,2.43239,2.04716,1.84109,0.000511769,0.000511769,0.000511769
72,630.799,1.54822,1.45389,1.24121,0.53536,0.42077,0.44935,0.12821,2.43239,2.04716,1.84109,0.000495266,0.000495266,0.000495266
73,639.874,1.6544,1.41864,1.25987,0.52661,0.40984,0.44461,0.13049,2.42199,2.02839,1.83525,0.000478762,0.000478762,0.000478762
74,649.179,1.60291,1.39203,1.25484,0.52661,0.40984,0.44461,0.13049,2.42199,2.02839,1.83525,0.000462259,0.000462259,0.000462259
75,657.843,1.48479,1.62008,1.30044,0.52661,0.40984,0.44461,0.13049,2.42199,2.02839,1.83525,0.000445756,0.000445756,0.000445756
76,666.487,1.60731,1.38476,1.24945,0.4949,0.42623,0.43369,0.12956,2.42156,2.06138,1.83386,0.000429253,0.000429253,0.000429253
77,675.144,1.51578,1.35899,1.22143,0.4949,0.42623,0.43369,0.12956,2.42156,2.06138,1.83386,0.000412749,0.000412749,0.000412749
78,683.523,1.6738,1.50931,1.35298,0.4949,0.42623,0.43369,0.12956,2.42156,2.06138,1.83386,0.000396246,0.000396246,0.000396246
79,693.355,1.52415,1.41046,1.26481,0.46682,0.44809,0.41944,0.1217,2.46035,2.14542,1.87201,0.000379743,0.000379743,0.000379743
80,702.09,1.48419,1.35302,1.19849,0.46682,0.44809,0.41944,0.1217,2.46035,2.14542,1.87201,0.000363239,0.000363239,0.000363239
81,710.817,1.63082,1.40147,1.29696,0.4721,0.45937,0.41758,0.12079,2.45557,2.15227,1.86947,0.000346736,0.000346736,0.000346736
82,719.376,1.48413,1.48698,1.26672,0.4721,0.45937,0.41758,0.12079,2.45557,2.15227,1.86947,0.000330233,0.000330233,0.000330233
83,728.719,1.61096,1.42646,1.26904,0.4721,0.45937,0.41758,0.12079,2.45557,2.15227,1.86947,0.000313729,0.000313729,0.000313729
84,737.585,1.511,1.38934,1.28071,0.44802,0.4918,0.4203,0.13013,2.43599,2.10325,1.84154,0.000297226,0.000297226,0.000297226
85,746.263,1.38828,1.37924,1.22791,0.44802,0.4918,0.4203,0.13013,2.43599,2.10325,1.84154,0.000280723,0.000280723,0.000280723
86,754.86,1.41507,1.26736,1.15575,0.44802,0.4918,0.4203,0.13013,2.43599,2.10325,1.84154,0.00026422,0.00026422,0.00026422
87,763.558,1.53614,1.32014,1.20933,0.47552,0.45355,0.43631,0.13787,2.43295,2.07666,1.84002,0.000247716,0.000247716,0.000247716
88,774.237,1.51567,1.33981,1.25058,0.47552,0.45355,0.43631,0.13787,2.43295,2.07666,1.84002,0.000231213,0.000231213,0.000231213
89,784.935,1.48729,1.31527,1.21963,0.51493,0.43169,0.45003,0.14409,2.41452,2.03888,1.82613,0.00021471,0.00021471,0.00021471
90,794.397,1.51964,1.45603,1.24117,0.51493,0.43169,0.45003,0.14409,2.41452,2.03888,1.82613,0.000198206,0.000198206,0.000198206
91,807.004,1.51989,1.53649,1.27532,0.51493,0.43169,0.45003,0.14409,2.41452,2.03888,1.82613,0.000181703,0.000181703,0.000181703
92,820.166,1.44027,1.43511,1.20321,0.56674,0.39891,0.46764,0.14581,2.40531,1.99719,1.82689,0.0001652,0.0001652,0.0001652
93,831.071,1.51725,1.50349,1.26647,0.56674,0.39891,0.46764,0.14581,2.40531,1.99719,1.82689,0.000148696,0.000148696,0.000148696
94,842.153,1.48885,1.38257,1.19611,0.56674,0.39891,0.46764,0.14581,2.40531,1.99719,1.82689,0.000132193,0.000132193,0.000132193
95,851.43,1.61042,1.49153,1.31095,0.54782,0.38798,0.44592,0.13496,2.41591,2.0073,1.83995,0.00011569,0.00011569,0.00011569
96,860.406,1.5144,1.39333,1.22441,0.54782,0.38798,0.44592,0.13496,2.41591,2.0073,1.83995,9.91865e-05,9.91865e-05,9.91865e-05
97,871.059,1.54389,1.47179,1.26609,0.57624,0.40127,0.44555,0.13002,2.43745,2.01553,1.86227,8.26832e-05,8.26832e-05,8.26832e-05
98,879.872,1.45959,1.38805,1.17916,0.57624,0.40127,0.44555,0.13002,2.43745,2.01553,1.86227,6.61799e-05,6.61799e-05,6.61799e-05
99,888.778,1.46999,1.55548,1.23163,0.57624,0.40127,0.44555,0.13002,2.43745,2.01553,1.86227,4.96766e-05,4.96766e-05,4.96766e-05
100,898.12,1.40722,1.39396,1.216,0.58407,0.39136,0.4356,0.1265,2.44742,2.03662,1.87534,3.31733e-05,3.31733e-05,3.31733e-05
